family,ece_input,policy,deployable,rmse_mean,rmse_std,mae_mean,bias_mean,ubrmse_mean,r2_mean,pearson_mean,rmse_change_vs_as_routed,rmse_gap_vs_dry_assigned_oracle
Clustering_V0_Full_k2,v3,as_routed,True,0.165907783926229,0.0030507137273605156,0.13922560677997925,0.11772679030703534,0.11689895705660655,-11.438028719787535,-0.6696286801855045,0.0,0.10813968534953755
Clustering_V0_Full_k2,v3,auto_hard,True,0.05776809857669146,0.0006172983651717759,0.05016690337765757,0.02865443039742141,0.05015760910110736,-0.5077050469962214,0.10377562760870758,-0.10813968534953755,0.0
Clustering_V0_Full_k2,v3,auto_soft,True,0.05776814347892902,0.0006172994076705737,0.05016696153328317,0.028654526363132517,0.050157605994875065,-0.5077073910791958,0.1037755330105123,-0.10813964044729998,4.4902237560096037e-08
Clustering_V0_Full_k2,v3,c0_only,False,0.05776809857669146,0.0006172983651717759,0.05016690337765757,0.02865443039742141,0.05015760910110736,-0.5077050469962214,0.10377562760870758,-0.10813968534953755,0.0
Clustering_V0_Full_k2,v3,c1_only,False,0.19253565345477291,0.004020560277862257,0.1856502451281451,0.1856502451281451,0.05101995498478325,-15.752297478285874,-0.4939291440285224,0.0266278695285439,0.13476755487808145
Clustering_Backbone54_k2,v3,as_routed,True,0.16743117182311917,0.003401372491014965,0.147345612233095,0.141931749153207,0.08881580180136349,-11.668248354919394,-0.13849311803830427,0.0,0.10966307324642771
Clustering_Backbone54_k2,v3,auto_hard,True,0.05776809857669146,0.0006172983651717759,0.05016690337765757,0.02865443039742141,0.05015760910110736,-0.5077050469962214,0.10377562760870758,-0.10966307324642771,0.0
Clustering_Backbone54_k2,v3,auto_soft,True,0.05776813210751132,0.0006172991436594516,0.05016694680548249,0.028654502060000177,0.050157606781522035,-0.5077067974438709,0.10377555696733538,-0.10966303971560785,3.35308198567974e-08
Clustering_Backbone54_k2,v3,c0_only,False,0.05776809857669146,0.0006172983651717759,0.05016690337765757,0.02865443039742141,0.05015760910110736,-0.5077050469962214,0.10377562760870758,-0.10966307324642771,0.0
Clustering_Backbone54_k2,v3,c1_only,False,0.19253565345477291,0.004020560277862257,0.1856502451281451,0.1856502451281451,0.05101995498478325,-15.752297478285874,-0.4939291440285224,0.02510448163165374,0.13476755487808145
Guarded_Backbone54_k2,v3,as_routed,True,0.16743117182311917,0.003401372491014965,0.147345612233095,0.141931749153207,0.08881580180136349,-11.668248354919394,-0.13849311803830427,0.0,-0.02510448163165374
Guarded_Backbone54_k2,v3,auto_hard,True,0.05776809857669146,0.0006172983651717759,0.05016690337765757,0.02865443039742141,0.05015760910110736,-0.5077050469962214,0.10377562760870758,-0.10966307324642771,-0.13476755487808145
Guarded_Backbone54_k2,v3,auto_soft,True,0.05776813210751132,0.0006172991436594516,0.05016694680548249,0.028654502060000177,0.050157606781522035,-0.5077067974438709,0.10377555696733538,-0.10966303971560785,-0.1347675213472616
Guarded_Backbone54_k2,v3,c0_only,False,0.19253565345477291,0.004020560277862257,0.1856502451281451,0.1856502451281451,0.05101995498478325,-15.752297478285874,-0.4939291440285224,0.02510448163165374,0.0
Guarded_Backbone54_k2,v3,c1_only,False,0.05776809857669146,0.0006172983651717759,0.05016690337765757,0.02865443039742141,0.05015760910110736,-0.5077050469962214,0.10377562760870758,-0.10966307324642771,-0.13476755487808145
Global_Single_54,v3,direct,True,0.05863396265845745,0.0007346242403476827,0.0506232821310737,0.015122280968298804,0.05663466863076605,-0.5532937670661664,-0.06538147753237568,,
